stn,wban,date,year,mo,da,temp,count_temp,dewp,count_dewp,slp,count_slp,stp,count_stp,visib,count_visib,wdsp,count_wdsp,mxpsd,gust,max,flag_max,min,flag_min,prcp,flag_prcp,sndp,fog,rain_drizzle,snow_ice_pellets,hail,thunder,tornado_funnel_cloud
238120,99999,2020-04-23,2020,04,23,25.8,8,20.3,8,991.3,8,975.1,8,4.6,7,6.6,8,9.7,999.9,31.1,,21.4,*,0.39,F,14.6,1,1,1,0,0,11100
407570,99999,2020-03-23,2020,03,23,50.4,8,30.6,8,1006.0,8,880.5,8,7.3,8,8.6,7,19.4,999.9,58.3,,40.3,,0.61,G,999.9,1,0,1,1,0,10110
561720,99999,2020-08-25,2020,08,25,57.9,8,42.7,8,1005.5,7,738.5,8,18.6,8,2.8,7,3.9,999.9,83.8,,41.2,,0.0,G,999.9,1,0,1,0,0,10100
684610,99999,2020-11-30,2020,11,30,60.9,8,54.6,8,9999.9,0,831.6,7,16.9,7,6.5,8,11.1,999.9,69.8,*,53.2,,0.01,G,999.9,1,0,1,1,0,10110
890590,99999,2020-09-19,2020,09,19,17.1,8,10.6,8,992.8,8,991.3,8,5.4,8,26.9,8,42.9,999.9,21.9,*,13.8,,0.0,H,42.1,1,1,1,1,0,11110
229830,99999,2020-11-11,2020,11,11,29.0,8,24.9,8,1018.1,8,7.4,8,21.8,8,4.9,8,7.8,11.7,30.9,,28.0,,0.02,E,999.9,1,1,1,0,0,11100
229810,99999,2020-11-12,2020,11,12,30.7,8,28.0,8,1021.0,8,8.5,8,5.3,8,6.6,8,11.7,999.9,31.8,,29.7,*,0.04,F,999.9,1,1,1,0,0,11100
239820,99999,2020-11-10,2020,11,10,32.7,8,28.9,8,1002.2,8,987.1,8,999.9,0,3.4,8,7.8,999.9,37.4,,27.9,*,0.02,F,11.4,1,1,1,0,0,11100
261790,99999,2020-04-10,2020,04,10,37.6,8,28.4,8,1014.0,8,10.8,8,9.3,8,5.8,8,11.7,999.9,48.0,,31.3,*,0.0,F,999.9,1,0,1,0,0,10100
267810,99999,2020-04-11,2020,04,11,35.0,8,24.9,8,1021.1,8,991.2,8,5.5,8,3.4,8,5.8,999.9,44.2,,28.9,*,0.13,F,0.8,1,1,1,0,0,11100
273210,99999,2020-03-20,2020,03,20,33.9,8,28.5,8,1012.8,8,997.5,8,6.2,8,4.6,8,7.8,999.9,40.1,,28.6,,0.07,F,999.9,1,1,1,0,0,11100
276480,99999,2020-03-20,2020,03,20,35.8,8,27.4,8,1011.8,8,994.9,8,6.2,8,5.3,8,9.7,999.9,45.1,,28.8,,0.02,F,999.9,1,1,1,0,0,11100
276480,99999,2020-04-02,2020,04,02,36.8,8,27.4,8,1005.8,8,989.1,8,6.2,8,5.8,8,7.8,999.9,42.1,,30.2,,0.0,E,999.9,1,1,1,0,0,11100
285930,99999,2020-11-03,2020,11,03,29.8,8,24.4,8,1029.4,8,19.7,8,6.4,8,5.6,8,7.8,999.9,34.5,,27.7,*,0.02,F,0.4,1,1,1,0,0,11100
264990,99999,2020-02-24,2020,02,24,33.7,8,28.7,8,994.5,8,971.8,8,9.3,8,6.1,8,7.8,999.9,39.4,,30.7,*,0.02,F,999.9,1,0,1,0,0,10100
296620,99999,2020-03-22,2020,03,22,40.1,8,26.0,8,1008.5,8,969.5,8,28.7,8,10.8,7,15.5,999.9,53.1,,29.7,*,0.0,H,999.9,1,0,1,0,0,10100
292090,99999,2020-09-08,2020,09,08,47.5,8,44.8,8,1019.6,8,7.5,8,12.4,8,2.7,5,5.8,999.9,58.3,,39.7,,0.12,F,999.9,1,0,1,0,0,10100
442570,99999,2020-04-19,2020,04,19,29.3,8,0.1,8,1023.6,8,897.9,8,12.4,4,11.9,8,17.5,999.9,41.2,,19.0,*,0.0,E,999.9,1,0,1,0,0,10100
561720,99999,2020-07-16,2020,07,16,63.5,8,59.1,8,994.4,8,732.1,8,13.2,8,2.4,8,3.9,999.9,78.8,,58.5,,0.54,G,999.9,1,0,1,0,0,10100
561720,99999,2020-07-30,2020,07,30,61.3,8,57.6,8,1002.0,8,736.4,8,16.9,8,2.6,6,3.9,999.9,68.2,,55.6,,0.03,G,999.9,1,0,1,0,0,10100
571270,99999,2020-05-07,2020,05,07,63.7,8,60.6,8,1006.6,8,948.3,8,7.0,8,1.4,8,2.3,12.2,73.2,,62.4,,1.08,G,999.9,1,0,1,0,0,10100
653300,99999,2020-05-17,2020,05,17,82.0,8,74.1,8,1010.8,8,967.2,8,9.2,8,6.5,8,12,999.9,92.1,,71.8,,0.75,G,999.9,1,1,0,1,0,11010
971820,99999,2020-08-10,2020,08,10,83.3,8,76.7,8,1011.2,8,11.0,8,7.5,8,3.4,8,7,999.9,90.3,,79.2,*,0.65,B,999.9,1,0,1,1,0,10110
225460,99999,2020-03-31,2020,03,31,25.4,8,12.4,8,1011.2,8,10.2,8,12.4,8,5,7,5.8,999.9,32.9,,16.7,,0.01,F,1.6,1,0,1,0,0,10100
226710,99999,2020-05-15,2020,05,15,40.2,8,35.1,8,1003.6,8,995.9,8,16.3,8,3.6,7,5.8,999.9,46.9,,28.8,*,0.28,F,999.9,1,0,1,0,0,10100
260590,99999,2020-07-23,2020,07,23,56.1,8,50.2,8,1004.8,8,2.4,8,10.9,8,4.4,8,7.8,999.9,66.4,,50.4,*,0.29,F,999.9,1,0,1,0,0,10100
289160,99999,2020-04-24,2020,04,24,32.0,8,26.7,8,1009.3,8,985.4,8,5.7,8,4.4,7,7.8,999.9,40.6,,25.5,,0.08,F,0.4,1,1,1,0,0,11100
279470,99999,2020-04-22,2020,04,22,39.0,8,29.1,7,1007.0,8,990.6,8,6.2,8,12.1,8,17.5,999.9,46.6,,30.2,*,0.35,F,999.9,1,0,1,0,0,10100
297060,99999,2020-10-08,2020,10,08,31.0,8,22.8,8,1032.1,8,17.4,8,12.4,8,7.5,8,11.7,999.9,39.0,,23.0,*,0.08,F,999.9,1,0,1,0,0,10100
315610,99999,2020-04-24,2020,04,24,34.8,8,23.8,8,1005.8,8,3.3,8,17.1,8,6.3,8,7.8,999.9,39.4,,31.5,,0.0,H,0.4,1,0,1,0,0,10100
341100,99999,2020-01-23,2020,01,23,27.1,8,18.4,8,1010.2,8,981.9,8,8.5,8,7.5,8,9.7,999.9,30.2,,23.4,*,0.02,F,3.1,1,0,1,0,0,10100
433610,99999,2020-05-17,2020,05,17,86.3,8,78.2,8,1003.2,8,2.6,8,3.9,8,2.4,8,8,999.9,102.2,,75.2,*,0.31,G,999.9,1,0,1,1,0,10110
433530,99999,2020-10-08,2020,10,08,80.7,8,76.7,8,1008.9,8,999.9,0,2.2,8,3.7,8,9.9,999.9,86.7,,75.6,*,0.0,G,999.9,1,0,1,1,0,10110
442170,99999,2020-10-12,2020,10,12,24.6,8,15.5,8,1035.3,8,788.8,8,11.7,8,999.9,0,999.9,999.9,30.0,,20.7,*,0.0,E,999.9,1,1,1,0,0,11100
431980,99999,2020-04-05,2020,04,05,78.0,8,69.7,8,1010.4,8,928.9,8,2.3,8,4.4,8,6,999.9,96.1,,72.7,*,0.2,E,999.9,1,0,1,1,0,10110
537980,99999,2020-05-25,2020,05,25,72.6,8,53.9,8,1008.7,8,987.6,8,12.7,8,9,8,25.3,999.9,87.8,,60.1,,0.13,G,999.9,1,0,1,0,0,10100
585270,99999,2020-05-14,2020,05,14,74.9,8,67.6,8,1007.1,8,999.9,8,6.0,8,2.8,8,5.8,17.7,90.0,,69.3,*,0.46,G,999.9,1,0,1,0,0,10100
587250,99999,2020-06-25,2020,06,25,78.5,8,74.5,8,1005.7,8,980.9,8,7.1,8,2.8,7,5.8,999.9,90.9,,74.1,,0.17,G,999.9,1,0,1,0,0,10100
653190,99999,2020-06-19,2020,06,19,78.2,8,74.2,8,1013.2,8,965.6,8,6.2,8,3.2,8,8,999.9,85.1,,74.7,,0.0,G,999.9,1,1,0,1,0,11010
175070,99999,2020-12-14,2020,12,14,59.9,8,51.0,8,1005.8,8,994.7,8,5.4,8,9.8,8,20,999.9,63.9,*,57.4,*,0.17,G,999.9,1,0,1,1,0,10110
215350,99999,2020-10-03,2020,10,03,32.7,8,29.1,8,1000.5,8,998.7,8,12.4,8,16,8,23.3,999.9,34.9,,30.9,,0.02,F,0.4,1,1,1,0,0,11100
221270,99999,2020-04-17,2020,04,17,33.2,8,29.8,8,992.8,8,973.0,8,9.8,8,9.2,8,11.7,999.9,36.9,,31.1,,0.12,F,26.4,1,1,1,0,0,11100
219370,99999,2020-06-25,2020,06,25,73.2,8,59.7,8,1006.4,8,995.8,8,11.7,5,4.4,8,11.7,999.9,90.0,,61.3,,0.04,F,999.9,1,0,1,1,0,10110
282140,99999,2020-10-22,2020,10,22,28.8,8,20.8,8,1016.2,8,994.7,8,9.5,8,4.9,8,7.8,999.9,37.8,,21.9,*,0.04,F,0.4,1,1,1,0,0,11100
322130,99999,2020-11-25,2020,11,25,29.6,8,24.3,8,1006.0,8,999.8,8,9.9,8,29.9,8,36.9,999.9,32.0,,27.5,,0.05,F,0.8,1,1,1,0,0,11100
387190,99999,2020-06-27,2020,06,27,38.3,8,29.7,8,9999.9,0,999.9,0,16.8,6,8.7,8,11.7,999.9,45.0,,35.2,*,0.5,F,0.4,1,0,1,1,0,10110
425590,99999,2020-08-17,2020,08,17,81.4,8,78.7,8,997.2,8,999.9,0,2.1,8,1.5,8,1.9,999.9,84.2,*,77.0,,0.43,G,999.9,1,0,1,1,0,10110
509780,99999,2020-05-31,2020,05,31,67.8,8,51.4,8,1003.9,8,972.7,8,16.0,8,5.6,8,10.5,21.4,86.9,,52.3,,0.48,G,999.9,1,0,1,0,0,10100
561720,99999,2020-04-21,2020,04,21,53.8,8,39.3,8,999.7,8,732.1,8,18.6,8,3.9,7,7.8,999.9,73.2,,43.3,,0.01,G,2.8,1,0,1,0,0,10100
561720,99999,2020-08-11,2020,08,11,64.3,8,59.1,8,992.4,8,731.1,8,14.6,8,1.9,4,1.9,999.9,87.3,,51.1,,0.63,G,999.9,1,0,1,0,0,10100
572450,99999,2020-07-25,2020,07,25,77.0,8,70.0,8,1006.7,8,973.7,8,12.5,8,2.2,8,3.5,12.4,83.8,,72.0,,0.09,G,999.9,1,0,1,0,0,10100
970080,99999,2020-10-26,2020,10,26,82.0,8,75.7,8,1008.3,8,7.0,8,5.4,8,2.8,8,7,999.9,89.2,*,74.5,,0.0,I,999.9,1,1,1,1,1,1
220280,99999,2020-11-20,2020,11,20,37.4,8,33.0,8,986.7,8,983.1,8,11.2,8,25.3,8,35,999.9,40.5,,33.3,,0.47,F,999.9,1,0,1,0,0,10100
263590,99999,2020-04-14,2020,04,14,34.2,8,28.4,8,1002.4,8,989.9,8,15.1,8,8.3,8,13.6,999.9,41.2,,28.6,,0.08,F,999.9,1,0,1,0,0,10100
274790,99999,2020-04-23,2020,04,23,31.4,8,18.7,8,1003.8,8,990.2,8,21.7,8,7,8,9.7,999.9,36.0,,29.1,*,0.04,F,0.4,1,1,1,0,0,11100
317130,99999,2020-03-12,2020,03,12,23.2,8,16.3,8,1003.7,8,993.6,8,7.9,8,6.1,7,11.7,999.9,32.2,*,11.8,,0.06,F,1.2,1,1,1,0,0,11100
337440,99999,2020-01-29,2020,01,29,34.9,8,31.8,8,1003.3,8,983.4,8,5.1,8,5.8,8,7.8,999.9,38.7,,29.3,*,0.03,F,999.9,1,0,1,0,0,10100
325940,99999,2020-11-27,2020,11,27,28.2,8,21.1,8,1002.8,8,999.2,8,6.2,8,19.7,8,23.3,999.9,30.2,,25.9,,0.07,F,2.0,1,1,1,0,0,11100
400220,99999,2020-05-24,2020,05,24,66.0,8,51.5,8,1008.1,8,999.9,0,9.3,8,999.9,0,999.9,999.9,70.7,,58.3,,0.16,A,999.9,1,0,1,1,0,10110
407100,99999,2020-04-11,2020,04,11,41.5,8,35.6,8,1011.5,8,827.1,8,9.6,8,7.8,6,13.6,999.9,50.0,,35.6,,0.07,G,999.9,1,0,1,0,0,10100
476040,99999,2020-12-26,2020,12,26,38.4,8,34.6,8,1022.3,8,21.6,8,9.9,7,4.2,8,8,999.9,42.3,*,36.3,*,0.26,G,999.9,1,0,1,0,0,10100
484020,99999,2020-01-29,2020,01,29,79.5,8,67.0,8,1012.4,8,10.4,8,3.9,8,0.5,8,4.1,999.9,93.9,,65.5,,0.0,I,999.9,1,1,1,1,1,1
533910,99999,2020-08-08,2020,08,08,65.2,8,53.1,8,998.6,8,841.4,8,16.6,8,7.6,8,15.5,21.6,79.0,,55.0,,0.33,G,999.9,1,0,1,0,0,10100
540940,99999,2020-08-11,2020,08,11,67.6,8,63.5,8,1004.9,8,969.8,8,13.2,8,4.6,8,12.8,42.0,87.8,,60.1,,0.54,G,999.9,1,0,1,0,0,10100
572450,99999,2020-08-12,2020,08,12,84.1,8,72.5,8,1001.7,8,969.3,8,16.9,8,3.5,8,7.2,21.4,94.1,,72.5,,0.72,G,999.9,1,0,1,0,0,10100
973720,99999,2020-11-25,2020,11,25,83.7,8,76.8,8,1007.8,8,995.6,8,5.4,8,2.7,8,8,999.9,94.1,,76.5,,0.13,B,999.9,1,0,1,1,0,10110
229960,99999,2020-01-10,2020,01,10,29.8,8,28.2,8,1004.0,8,985.4,8,8.5,8,5.3,8,5.8,999.9,31.3,,27.5,,0.06,F,17.7,1,1,1,0,0,11100
282240,99999,2020-11-20,2020,11,20,27.2,8,14.9,8,1025.0,8,3.1,8,12.4,8,9.2,8,9.7,999.9,29.7,,24.1,,0.0,F,3.9,1,0,1,0,0,10100
307310,99999,2020-10-03,2020,10,03,36.4,8,21.3,8,1028.5,8,968.5,8,31.1,4,5.6,8,7.8,999.9,37.6,,34.5,*,0.01,F,999.9,1,0,1,0,0,10100
316830,99999,2020-04-05,2020,04,05,35.1,8,17.6,8,1018.3,8,11.0,8,28.7,8,4.7,7,7.8,999.9,40.1,,27.9,,0.01,F,0.4,1,0,1,0,0,10100
297710,99999,2020-07-14,2020,07,14,60.0,8,53.5,8,1008.4,8,918.1,8,27.0,7,5,7,9.7,999.9,68.0,,50.4,*,0.59,E,999.9,1,0,1,0,0,10100
338850,99999,2020-01-01,2020,01,01,35.3,8,26.5,8,1025.3,8,11.6,8,7.8,8,10,8,15.5,999.9,38.5,,30.0,*,0.01,E,1.2,1,0,1,0,0,10100
419630,99999,2020-09-21,2020,09,21,82.4,8,79.3,8,1001.0,8,0.7,8,2.5,8,8.1,8,12,999.9,86.2,,79.5,*,0.63,G,999.9,1,0,1,1,0,10110
421820,99999,2020-07-22,2020,07,22,79.2,8,77.7,8,1001.2,8,999.9,0,1.2,8,3.6,8,6,999.9,91.8,,75.2,,1.18,G,999.9,1,0,1,1,0,10110
425590,99999,2020-04-17,2020,04,17,91.0,8,60.8,8,1004.6,8,999.9,0,2.3,8,2,8,4.1,999.9,105.1,*,75.9,,99.99,,999.9,1,0,1,1,0,10110
530680,99999,2020-04-15,2020,04,15,43.2,8,18.0,8,1008.7,8,897.8,8,8.0,8,14.1,8,20,36.3,72.3,,34.7,,0.0,G,999.9,1,0,1,0,0,10100
543740,99999,2020-06-17,2020,06,17,71.5,8,56.7,8,1002.8,8,959.5,8,14.8,8,4.4,8,7.8,999.9,88.9,,51.1,,0.0,G,999.9,1,0,1,0,0,10100
548360,99999,2020-05-03,2020,05,03,74.5,8,61.2,8,1005.7,8,970.9,8,4.0,8,6.3,8,9.7,999.9,93.6,,58.1,,0.07,G,999.9,1,0,1,0,0,10100
541020,99999,2020-07-09,2020,07,09,66.5,8,57.9,8,998.5,8,889.2,8,10.5,8,9.2,8,13.6,47.0,87.1,,59.9,,2.65,G,999.9,1,0,1,0,0,10100
984330,99999,2020-06-20,2020,06,20,75.7,8,72.3,8,1009.6,8,938.7,8,7.2,8,2.7,8,3.9,999.9,82.0,,70.7,,2.4,G,999.9,1,0,0,0,0,1
220280,99999,2020-10-20,2020,10,20,37.4,8,32.1,8,1012.8,8,9.0,8,12.4,8,11.2,8,17.5,999.9,39.0,,35.1,,0.12,F,999.9,1,1,1,0,0,11100
228310,99999,2020-04-23,2020,04,23,29.0,8,18.3,8,1010.2,8,4.7,8,10.1,8,5.5,6,9.7,999.9,36.3,,20.1,*,0.06,F,0.4,1,1,1,0,0,11100
228690,99999,2020-03-03,2020,03,03,34.1,8,31.3,8,1013.8,8,998.9,8,12.4,8,5,7,5.8,999.9,37.6,,29.1,*,0.01,E,11.8,1,0,1,0,0,10100
227780,99999,2020-04-23,2020,04,23,27.1,8,17.5,8,1001.1,8,993.8,8,9.8,8,8.7,8,13.6,999.9,32.9,,23.5,,0.0,F,1.2,1,1,1,0,0,11100
234050,99999,2020-10-14,2020,10,14,34.3,8,30.2,8,1020.0,8,10.0,8,9.3,8,3.9,8,5.8,999.9,37.6,,30.7,*,0.04,F,999.9,1,0,1,0,0,10100
239210,99999,2020-04-03,2020,04,03,36.4,8,21.3,8,1011.5,8,999.8,8,23.3,8,6.1,8,9.7,999.9,43.9,*,28.0,,0.0,F,9.1,1,1,1,0,0,11100
262750,99999,2020-04-18,2020,04,18,38.3,8,32.4,8,1006.5,8,3.5,8,10.9,8,7.5,8,9.7,999.9,46.4,,34.3,,0.05,F,999.9,1,1,1,0,0,11100
276120,99999,2020-04-04,2020,04,04,39.6,8,24.3,8,1014.3,8,994.9,8,6.2,5,2.7,5,3.9,999.9,46.4,,34.5,*,0.04,F,999.9,1,0,1,0,0,10100
287970,99999,2020-11-02,2020,11,02,32.0,8,29.3,8,1030.4,8,14.5,8,5.7,8,6.1,8,7.8,999.9,33.8,,30.4,*,0.04,F,999.9,1,1,1,0,0,11100
295660,99999,2020-03-17,2020,03,17,28.6,8,11.1,8,1022.0,8,987.4,8,19.4,8,3.9,5,5.8,999.9,36.3,*,18.5,*,0.0,F,16.9,1,0,1,0,0,10100
370210,99999,2020-02-14,2020,02,14,36.5,8,26.6,8,1028.9,8,1.5,8,12.4,8,4.4,8,5.8,999.9,45.0,,29.7,*,0.01,F,1.2,1,0,1,0,0,10100
419630,99999,2020-08-03,2020,08,03,87.9,8,83.4,8,994.7,8,994.4,8,2.4,8,0.8,8,1.9,999.9,95.2,,81.5,,1.97,G,999.9,1,0,1,1,0,10110
443520,99999,2020-05-26,2020,05,26,53.4,8,40.1,8,1010.1,8,887.3,8,31.1,8,6.1,7,9.7,999.9,64.4,,43.7,,0.14,F,999.9,1,0,1,0,0,10100
572450,99999,2020-08-16,2020,08,16,83.9,8,75.8,8,1002.3,8,969.8,8,15.7,8,3.4,8,10.7,35.4,95.9,,77.5,,0.19,G,999.9,1,0,1,0,0,10100
862600,99999,2020-06-30,2020,06,30,60.0,8,57.2,8,1008.9,8,993.5,8,8.6,8,6.2,8,20,999.9,62.6,*,55.4,,1.17,G,999.9,1,0,1,1,0,10110
960150,99999,2020-09-05,2020,09,05,77.8,8,75.3,8,1009.7,8,9.1,8,3.5,8,4.4,8,15,999.9,86.4,,72.0,*,1.85,B,999.9,1,0,1,1,0,10110
960330,99999,2020-06-22,2020,06,22,81.1,8,76.0,8,1008.0,8,7.5,8,3.7,8,5.7,8,13,999.9,87.1,,76.3,*,0.98,A,999.9,1,0,1,1,0,10110
962370,99999,2020-05-09,2020,05,09,80.6,8,77.2,8,1009.3,8,5.2,8,4.6,8,3.4,8,8.9,999.9,88.5,*,75.0,,0.43,C,999.9,1,0,1,1,0,10110
220280,99999,2020-04-22,2020,04,22,31.4,8,22.8,8,1017.7,8,13.9,8,10.9,8,35,8,38.9,999.9,33.6,*,28.2,*,0.02,F,5.1,1,1,1,0,0,11100
226560,99999,2020-04-23,2020,04,23,27.6,8,18.9,8,1003.8,8,1.6,8,9.0,8,8.7,8,11.7,999.9,32.4,,23.7,*,0.04,F,999.9,1,1,1,0,0,11100
243710,99999,2020-05-30,2020,05,30,36.1,8,30.4,8,1009.6,8,976.1,8,31.1,8,2.9,4,3.9,999.9,42.1,,30.4,,0.02,F,999.9,1,0,1,0,0,10100
245380,99999,2020-10-09,2020,10,09,27.0,8,19.6,8,1016.3,8,998.6,8,31.1,8,3.6,6,5.8,999.9,37.0,*,13.1,*,0.0,F,1.2,1,0,1,0,0,10100
266950,99999,2020-11-18,2020,11,18,25.2,8,21.7,8,1033.3,8,1.5,8,5.3,8,8,8,9.7,999.9,29.3,*,21.9,,0.08,F,999.9,1,0,1,0,0,10100
340090,99999,2020-10-20,2020,10,20,38.5,8,31.4,8,1022.2,8,991.5,8,6.2,8,4.4,8,7.8,999.9,45.9,,32.9,,0.04,F,999.9,1,0,1,0,0,10100
416000,99999,2020-08-27,2020,08,27,75.7,8,75.2,8,1003.0,8,974.6,5,2.5,8,0.5,8,1.9,999.9,77.0,*,73.4,*,3.31,G,999.9,1,0,1,1,0,10110
433610,99999,2020-04-09,2020,04,09,87.8,8,77.4,8,1010.6,8,10.0,8,4.3,8,3.2,8,6,999.9,98.6,*,75.9,*,99.99,,999.9,1,0,1,1,0,10110
538450,99999,2020-06-24,2020,06,24,66.1,8,57.8,8,1002.7,8,875.0,8,15.5,8,4.9,8,9.7,999.9,86.0,,54.5,,0.57,G,999.9,1,0,1,0,0,10100
596630,99999,2020-07-03,2020,07,03,84.0,8,78.1,8,1008.0,8,997.7,8,16.7,8,6.6,8,7.8,999.9,87.6,,79.2,,0.76,G,999.9,1,0,1,0,0,10100
653300,99999,2020-07-26,2020,07,26,75.9,8,71.4,8,1011.6,8,967.5,8,5.4,8,5,8,9.9,999.9,83.3,,72.3,,0.28,G,999.9,1,1,0,1,0,11010
433480,99999,2020-09-08,2020,09,08,85.4,8,78.8,8,1006.8,8,6.0,8,4.3,8,4.9,8,8,999.9,91.4,,77.2,,99.99,,999.9,1,1,0,1,0,11010
226480,99999,2020-04-23,2020,04,23,26.8,8,18.6,8,1007.6,8,2.9,7,10.4,8,10,8,15.5,999.9,31.5,,21.2,*,0.01,F,999.9,1,1,1,0,0,11100
229830,99999,2020-02-26,2020,02,26,24.8,8,19.9,8,995.6,8,985.0,8,24.1,8,4.9,6,7.8,999.9,29.3,,14.4,*,0.04,F,16.5,1,1,1,0,0,11100
229830,99999,2020-04-24,2020,04,24,27.3,8,15.6,8,999.0,8,988.4,8,19.5,8,3.6,8,5.8,999.9,34.9,,20.3,,0.03,F,999.9,1,1,1,0,0,11100
270510,99999,2020-03-21,2020,03,21,20.3,8,11.8,8,1021.1,8,3.7,8,6.2,8,5.1,8,7.8,999.9,26.1,,15.4,*,0.0,F,7.9,1,0,1,0,0,10100
290680,99999,2020-09-30,2020,09,30,35.8,8,29.6,8,1025.2,8,16.8,8,999.9,0,3.6,7,5.8,999.9,41.4,,30.7,,0.0,F,999.9,1,0,1,0,0,10100
298140,99999,2020-03-18,2020,03,18,27.9,8,22.9,8,1022.5,8,7.6,8,31.1,8,9.2,8,13.6,999.9,33.8,,21.2,*,0.08,E,4.3,1,0,1,0,0,10100
319210,99999,2020-03-22,2020,03,22,34.3,8,22.2,8,1012.1,8,2.3,8,12.4,8,6.7,7,9.7,999.9,41.5,,28.8,,0.0,F,999.9,1,0,1,0,0,10100
433530,99999,2020-10-09,2020,10,09,80.1,8,75.1,8,1009.2,8,999.9,0,2.3,8,3.1,8,8,999.9,87.1,,73.8,,2.64,G,999.9,1,0,1,1,0,10110
561720,99999,2020-06-11,2020,06,11,62.3,8,54.4,8,994.0,8,731.3,8,13.8,8,2.7,5,3.9,999.9,85.3,,53.1,,0.76,G,999.9,1,0,1,0,0,10100
598450,99999,2020-06-29,2020,06,29,82.8,8,75.0,8,1004.6,8,985.5,8,11.9,8,3.4,8,10.5,18.8,98.2,,78.1,,0.55,G,999.9,1,0,1,0,0,10100
969250,99999,2020-12-17,2020,12,17,78.7,8,75.6,8,1007.5,8,7.0,8,4.9,8,5,8,8.9,999.9,82.9,,75.2,,0.79,C,999.9,1,1,0,1,0,11010
972600,99999,2020-12-11,2020,12,11,80.3,8,77.2,8,1007.7,8,7.2,8,4.2,8,7.4,8,15,999.9,86.0,*,75.0,*,0.2,B,999.9,1,0,1,1,0,10110
221060,99999,2020-04-26,2020,04,26,33.3,8,26.3,8,997.6,8,989.8,8,9.8,8,4.9,8,9.7,21.4,40.8,,28.8,,0.08,F,30.3,1,0,1,0,0,10100
260800,99999,2020-04-27,2020,04,27,38.3,8,27.1,8,1007.0,8,3.7,8,11.7,8,4.4,8,7.8,999.9,46.4,,32.2,*,0.06,F,999.9,1,1,1,0,0,11100
274530,99999,2020-11-11,2020,11,11,32.0,8,24.1,8,1025.5,8,12.3,8,10.9,8,5.3,8,7.8,999.9,33.1,,30.7,*,0.02,F,999.9,1,1,1,0,0,11100
284810,99999,2020-03-27,2020,03,27,35.9,8,21.7,8,1015.2,8,5.6,8,21.0,8,6.3,8,9.7,999.9,43.0,,29.7,*,0.03,F,7.1,1,1,1,0,0,11100
293740,99999,2020-10-25,2020,10,25,25.4,8,18.9,8,1029.8,8,17.8,8,999.9,0,6.6,5,7.8,999.9,31.6,,17.2,*,0.0,F,999.9,1,1,1,0,0,11100
406640,99999,2020-02-24,2020,02,24,66.3,8,52.5,8,1013.6,8,999.9,0,5.4,8,10.8,7,15.5,999.9,73.8,,59.0,,0.08,F,999.9,1,0,1,1,0,10110
415730,99999,2020-05-14,2020,05,14,52.2,8,49.9,8,9999.9,0,796.6,8,2.2,8,3.9,8,8,999.9,59.9,*,50.0,*,2.24,G,999.9,1,0,1,1,0,10110
506320,99999,2020-07-18,2020,07,18,68.5,8,62.4,8,1000.9,8,918.7,8,15.4,8,4.8,8,8.7,25.1,82.2,,61.7,,0.21,G,0.4,1,0,1,0,0,10100
541020,99999,2020-08-03,2020,08,03,66.5,8,53.8,8,1001.0,8,891.3,8,17.4,8,6.4,8,9.5,24.1,81.9,,57.6,,0.04,G,999.9,1,0,1,0,0,10100
561720,99999,2020-06-22,2020,06,22,64.0,8,55.6,8,995.7,7,732.5,8,16.7,8,2.2,8,3.9,999.9,83.8,,53.6,,1.17,G,0.8,1,0,1,0,0,10100
571270,99999,2020-02-28,2020,02,28,49.8,8,42.6,8,1019.4,8,958.6,8,13.5,8,1.8,8,3.7,999.9,54.7,,45.5,,0.0,G,999.9,1,0,1,0,0,10100
596730,99999,2020-05-20,2020,05,20,85.0,8,79.9,8,1004.5,8,1.9,8,16.1,8,9.5,8,15.5,999.9,88.9,,79.3,,3.19,G,999.9,1,0,1,0,0,10100
589440,99999,2020-05-18,2020,05,18,75.3,8,71.9,8,1004.7,8,0.9,8,10.2,8,4.3,8,11.3,34.2,85.3,,70.7,,0.28,G,999.9,1,0,1,0,0,10100
596440,99999,2020-07-06,2020,07,06,86.4,8,78.3,8,1005.8,8,4.1,8,13.8,8,4.9,8,9.7,999.9,91.8,,79.0,,0.91,G,999.9,1,0,1,0,0,10100
689060,99999,2020-08-02,2020,08,02,39.2,8,30.2,8,1021.8,8,15.1,8,8.6,8,11.5,8,13,999.9,52.7,,36.0,,0.08,G,999.9,1,0,1,0,0,10100
247580,99999,2020-06-08,2020,06,08,61.7,8,49.0,8,999.1,8,972.3,8,21.6,8,7.5,8,13.6,999.9,71.4,,50.5,,0.2,F,999.9,1,0,1,1,0,10110
274910,99999,2020-05-18,2020,05,18,51.1,8,39.4,8,1006.2,8,989.0,8,12.4,8,5.5,7,9.7,999.9,59.0,,39.6,,0.16,F,999.9,1,0,1,0,0,10100
277070,99999,2020-11-14,2020,11,14,27.8,8,23.6,8,1029.1,8,998.8,8,4.7,8,2.9,8,3.9,999.9,28.8,*,26.8,,0.01,F,999.9,1,0,1,0,0,10100
294770,99999,2020-03-28,2020,03,28,33.2,8,25.5,8,1009.8,8,989.4,8,19.4,8,8.7,8,13.6,999.9,38.8,,30.7,*,0.0,H,999.9,1,0,1,0,0,10100
